Rating,Comment
4,"Echo Dot recognise your voice well , good at playing music , alarm and reminding important thing to you . There's a little problem It always in search of songs as i asked For a GK question . Is you are a student and want help in study its not for you then !"
5,Excellent sound quality..l am enjoying. Coudnt expect such wonderful sound from a small device like echo dot 3rd gen. I got it in a bundle offer with syska smart bulb. That too has delighted me.
5,Amazing product.Pros:Amazing voice recognitionGood sound qualityEasy to installCons:Amazon needs to improve on Alexa skills.Need more Alexa skills.Connecting to non amazon products is bit tricky.Overall a worthy product.
5,"Totally unnecessary in life! But once you have it, it becomes kinda difficult to live without it 😀😀"
5,"Alexa mostly understands everything, but still there are some simple things that she wasn't able to search and get results. Like i asked who is General M M Narvane. But she wasn't able to tell anything. Not even she told anything about current Navy Chief. These are some loopholes. But other than that i have found her amazing overall on every aspect."
3,It required lots of improvement. Like it is not that much features like Google Assistant has. Voice recognition issue. But not very bad. It has lots of good things also like we can use as bluetooth speaker and sound quality.
1,Worst smart speakers in the market ... after a few weeks its sound became noisey and distorted .. unbearable. And they will not even replace it . Please avoid if possible
1,The echo dot i recieved doesn't deserve a single star. I am trying to turn on but it's not working. Wosrt experience and destroyed the expectations.Please Always test the product at lab or somewhere before making deal with customer.
1,"I would not recommend it. Ordered it and it's been almost 1 month now. It doesn't detect even if you call it multiple times. Doesn't understand basic commands like pause, stop. Doesn't respond.Very disappointed, hope had ordered Google Mini instead"
4,"Good productI don't think it takes music and other stuff from google or youtubeMost of the music is from hungama music or jio savanVoice recognition is averageAlso tells us the weather,temperature,air quality and also sets alarms and stuffWe can play a bunch of games tooI like it as my first smart speaker"
5,Amazing echo dot. However the size is not as expected to be as in pictures. Its pretty small as compared what we see on the site. Its quite small.. optical illusion i guess..hehe.... having said that i am still satisfied with it !!
5,"Alexa echo is value for money, my lo (3.6yrs) can use it too, he asks to sing out nursery rhymes and stories, and its a hit 99%."
